date,Title,call_rate,label
2024-01-02,"하이투자증권 ""원·달러 환율 하단 돌파 쉽지 않아""",3.535,-1
2024-01-02,"유진투자선물, 새해맞이 '해외선물·미국주식옵션 수수료 이벤트' 진행",3.535,-1
2024-01-02,"카카오뱅크, 작년 중·저신용자 신용대출 30% 달성",3.535,-1
2024-01-02,"LH, 청년1순위·자립준비청년 대상 전세임대주택 공급 확대",3.535,-1
2024-01-02,"""새해 중국 증시, 터널 끝 보상…AI 파괴적 혁신도 주목""",3.535,-1
2024-01-02,"신한은행, 자영업자·소상공인 대상 3067억 규모 민생금융지원",3.535,-1
2024-01-02,"한은 ""통화량 늘었지만…'레고랜드 사태' 때보다 긴축적""",3.535,-1
2024-01-02,“태영건설 워크아웃 여파...금융·건설 자금 경색 우려” [마켓인],3.535,-1
2024-01-02,"새해 첫 날 환율, 1290원대 재진입…외국인, 국내 증시 순매도",3.535,-1
2024-01-02,“지난해 채권시장 높은 수익률 거둬… 올해는 기대수익률 낮춰야”,3.535,-1
2024-01-02,[데이터로 보는 증시]채권 수익률 현황(1월 2일),3.535,-1
2024-01-02,美 상업용부동산 '불안'…올해 대출만기 1170억弗 달해,3.535,-1
2024-01-02,"[신년사]김윤식 신협중앙회장 “지역·서민 위한 과감한 도전 펼칠 것""",3.535,-1
2024-01-02,"[신년사] 미래에셋證 김미섭·허선호 ""인도 중심으로 글로벌 사업 강화""",3.535,-1
2024-01-02,1년간 끌다 이제야 터진 부동산 PF…‘질서 있는 정리’는 가능할까 [조지원의 BOK리포트],3.535,-1
2024-01-02,"함영주 하나금융 회장, 내실·협업 강조…""성장 전략, 일하는 방식 변화해야""",3.535,-1
2024-01-02,"""포스코홀딩스, 4분기 실적 전망치 밑돌듯…목표가 73만→60만""",3.535,-1
2024-01-02,"[이번주 증시 전망] '1월 효과'에도…증권가 ""단기 변동성 주의해야""",3.535,-1
2024-01-02,"진승호 KIC 사장 ""긴축 완화로 글로벌 주식시장 점진적 상승할 것""",3.535,-1
2024-01-02,들뜬 서학개미 “LABU 알라뷰”…한달새 38% 뛰고도 더 오른다는데,3.535,-1
2024-01-02,서학개미 ‘미국 조비 vs 중국 이항’ 저울질 …올해도 드론 택시 관련주 날아갈까,3.535,-1
2024-01-02,“3월부터 금리 내린다” 코스피 기대 만발…하지만 두가지 복병에 촉각,3.535,-1
2024-01-02,‘K바이오’ 다시 볕들날 올까...8일 JP모건 헬스케어 이벤트 주목,3.535,-1
2024-01-02,5대 금융지주 신년 화두는 ‘반성’ 그리고 ‘혁신’,3.535,-1
2024-01-02,"신한은행, 3000억원 풀어 소상공인 등 지원",3.535,-1
2024-01-02,새해에도 전망 반짝이는 금 그 외 원자재는 중립 예상,3.535,-1
2024-01-02,작년 600% 폭등한 美 바이오주 더 오른다고?...월가 “연준금리 인하 앞서 이것 사라”,3.535,-1
2024-01-02,“올해는 미국보다 한국이 더 오를 것”…‘찐부자’들의 픽 뭐길래,3.535,-1
2024-01-02,새해엔 고물가 고통 사라질까…한은 “물가 안정이 최우선 과제”,3.535,-1
2024-01-02,1조원 이상 M&A ‘빅딜’ 반토막…대기업조차 ‘돈줄’ 꽉 막혔다,3.535,-1
2024-01-02,"42% 뛴 삼전, 내친김에 ‘9만 전자’ 도전?…새해 추가상승 어디까지",3.535,-1
2024-01-02,“연말 성과급으로 쇼핑? 빚부터 갚아야죠”…가계빚 증가속도 ‘주춤’,3.535,-1
2024-01-02,청년 전세임대주택 올해부터 수시 접수,3.535,-1
2024-01-03,새해 벽두부터 애플 매도 보고서 등장…이유보니(영상),3.422,-1
2024-01-03,“올해 반도체 확실히 좋아…2차전지 조심해야”,3.422,-1
2024-01-03,"FOMC 의사록 경계 속 금리인하 되돌림…환율, 12거래일 만에 ‘최고’[외환분석]",3.422,-1
2024-01-03,단기물 위주 금리 상승… 추가 재료를 기다리며 관망[채권분석],3.422,-1
2024-01-03,김주현·이복현 “올해 PF 관리 만전…리스크 대응 고도화”,3.422,-1
2024-01-03,"이창용 ""부동산PF 정리 과정, 정부와 협력해 금융안정 힘 보탤 것""",3.422,-1
2024-01-03,"씨티 ""1월 한은 금통위, 비둘기파적인 기준금리 동결 전망""",3.422,-1
2024-01-03,[코스피 마감]기관 매물 폭탄에…2600선으로 '털썩',3.422,-1
2024-01-03,[마켓인]'개인투자용 국채’ 상반기 도입…관건은 금리 수준,3.422,-1
2024-01-03,달러 강세 진정·네고 우위…새해 이틀째 환율 1300원대[외환마감],3.422,-1
2024-01-03,"중단기물 위주 약세… 국고채 3년물 금리, 3.8bp↑[채권마감]",3.422,-1
2024-01-03,[마켓인]태영건설 사태에도…한화에어로 올해 첫 수요예측 흥행,3.422,-1
2024-01-03,"카카오페이, 11개 금융사와 '주담대 갈아타기' 제휴",3.422,-1
2024-01-03,"최상목 ""부동산 PF 우려, 금융사 영업방식 및 채무관리 보완해야""",3.422,-1
2024-01-03,"""올해 신흥국 3.9% 성장…상저하고 양상 전망""",3.422,-1
2024-01-03,"카카오뱅크, 규제에서 자유로워…업종 최선호주-대신",3.422,-1
2024-01-03,"테슬라, 작년 4분기 전기차 왕좌 中 BYD에 내줘(영상)",3.422,-1
2024-01-03,"통안채 2년물, 3.340%에 2조5000억원 낙찰… 응찰 4조3900억원",3.422,-1
2024-01-03,"[속보]새해 첫날 나스닥, 1.63%↓…애플 3.58%↓",3.422,-1
2024-01-03,국채금리 치솟고 애플 매출 악화 전망에 뚝..나스닥 1.63%↓[월스트리트in],3.422,-1
2024-01-03,“오늘 韓 증시지수 하락”…나스닥 급락 충격,3.422,-1
2024-01-03,"애플 약세에 기술주 '와르르'…나스닥, 1.63% ↓[뉴스새벽배송]",3.422,-1
2024-01-03,레벨 부담에 따른 불가피한 조정… 매수 타이밍에 대한 고민[채권브리핑],3.422,-1
2024-01-03,美금리인하 전망 되돌림…환율 1310원으로 반등 시도[외환브리핑],3.422,-1
2024-01-03,“코스피 강세자 여부 1Q 전후 윤곽”,3.422,-1
2024-01-03,"NDF, 1307.2원/1308.2원…9.6원 상승",3.422,-1
2024-01-03,"코스피, 기관·외국인 '팔자'에 1%대 약세…5일만의 하락",3.422,-1
2024-01-03,"美금리인하 재조정에 위험회피…환율, 장중 1310원대로 상승",3.422,-1
2024-01-03,"다시 멀어진 '8만전자'…삼성전자, 9거래일 만 하락[특징주]",3.422,-1
2024-01-03,"국고채, 소폭 강세 출발… 10년 국채선물, 20틱대 상승",3.422,-1
2024-01-03,"""새해 '청룡(DRAGON)' ETF 투자법은…6개 키워드 주목""",3.422,-1
2024-01-03,"미래에셋운용 ""TIGER ETF, 2023년 개인 순매수 1위""",3.422,-1
2024-01-03,"카카오페이, 11개 금융사와 ‘주택담보대출 갈아타기‘ 제휴",3.422,-1
2024-01-03,[데이터로 보는 증시]채권 수익률 현황(1월 3일),3.422,-1
2024-01-03,강기정 시장부터 간부공무원까지 총출동…광주상공회의소 신년인사회에 무슨 일이,3.422,-1
2024-01-03,창원 제조업체 올해 1분기 체감 경기 아직은 '흐림',3.422,-1
2024-01-03,"마이크로스트래티지 회장, 2.16억弗 스톡옵션 행사…""BTC 더 산다""",3.422,-1
2024-01-03,"이창용 ""부동산PF 등 금융불안에 철저히 대비해야""",3.422,-1
2024-01-03,'급이 다른' 이 부부 대체 얼마나 벌기에…2500억짜리 미국 최고가 주택 구입했나?,3.422,-1
2024-01-03,[주식 초고수는 지금] 메모리 반도체 가격 급등 SK하닉·삼전 ‘픽’,3.422,-1
2024-01-03,"미래에셋 TIGER ETF, 지난해 개인 순매수 1위 기록",3.422,-1
2024-01-03,부산 신혼부부 주택융자·대출이자 지원…400세대 선정·지원,3.422,-1
2024-01-03,새해 첫 거래일 뉴욕증시 ‘혼조세’…나스닥 1.63%↓[데일리국제금융시장],3.422,-1
2024-01-03,“현재 코스피는 과열권…2월 말·3월 초 조정 올 때 주식 사야” [자이앤트TV],3.422,-1
2024-01-03,126만 명 전기료 20만원씩 깎아줘…자영업자 이자부담 2조원 경감,3.422,-1
2024-01-03,"‘경제 살리기’ 목매는 광주, 새해 벽두 기업인과 동행 행보",3.422,-1
2024-01-03,"한화에어로스페이스, 2000억원 회사채 수요예측에 1.4조원 몰려",3.422,-1
2024-01-03,ETF 시장 중위권 경쟁 치열...한투·한화·신한이 불 지폈다,3.422,-1
2024-01-03,"강남부자 전담 영업통 “주식, 채권 외 대체투자까지 담아야”",3.422,-1
2024-01-03,"기관유입·금리 인하 호재 만발, 비트코인 4차 반감기, ‘메타’ 선점해 강세장 훈풍 누려볼까",3.422,-1
2024-01-03,미국에 10채 밖에 없다…‘2500억원’ 최고가 저택 산 유명 女가수,3.422,-1
2024-01-03,삼성운용 픽 2024 ETF 키워드는…‘D·R·A·G·O·N’,3.422,-1
2024-01-03,미국주식 지금 사? 말아?…월가 “이번주에 장세 판가름”,3.422,-1
2024-01-03,나스닥 2% 하락…바클레이스‘비중축소’에 애플 4% 하락 [월가월부],3.422,-1
2024-01-03,"코스피, 외국인·기관 ‘팔자’에 1%대 급락…코스닥 870선 붕괴",3.422,-1
2024-01-03,"미래에셋, ‘TIGER ETF’ 지난해 개인 순매수 1위",3.422,-1
2024-01-03,美 연방정부 부채 34조달러 처음 넘어...재정적자 ‘경고등’ 켜졌다,3.422,-1
2024-01-03,"‘8만 전자’ 뒷걸음 치는데…‘10만 전자’ 외치는 증권가, 도대체 왜",3.422,-1
2024-01-04,美 조기 금리인하 기대 '후퇴'…아시아 증시도 일제히 약세,3.391,-1
2024-01-04,"'연 6%' 청년도약계좌, 결혼·출산시 중도해지 해도 혜택 유지",3.391,-1
2024-01-04,"가계부채, 3년來 GDP대비 100% 이내로…고정금리 비중 50%↑",3.391,-1
2024-01-04,수출 연간 목표 7000억불 설정…방산 신성장·원천기술 지정,3.391,-1
2024-01-04,"잦아진 금리인하 기대에 ‘강달러’…장중 환율, 1310원 중심 등락[외환분석]",3.391,-1
2024-01-04,캐피탈PF까지 번진 태영 리스크…“건전성 개선해 충분히 감내 가능”,3.391,-1
2024-01-04,"숨 고르기 강세… 국고채 10년물 금리, 3.3bp 하락[채권분석]",3.391,-1
2024-01-04,"中LGFV, 올해 상환할 채권 850조원 ‘역대 최대’",3.391,-1
2024-01-04,작년 비트코인 170% 상승..ETF 승인 전망 따라 불안,3.391,-1
2024-01-04,中 성장률 4%대 예측한 한은 “재정적자 늘리고 기준금리 낮출 것”,3.391,-1
2024-01-04,"한은 “RP 7일물 매각, 3.50%에 3조원 낙찰… 응찰 82.20조원”",3.391,-1
2024-01-04,"국고채, 일제히 강세… 10년 국채선물, 40틱 상승[채권마감]",3.391,-1
2024-01-04,[코스닥 마감]금리 불확실성 속 하락 860선…바이오株 약세,3.391,-1
2024-01-04,"“미국 단기금리 상승에 따른 QT 중단 시각, 다소 앞서가”",3.391,-1
2024-01-04,[코스피 마감]금리인하 기대 후퇴…2590선도 내줬다,3.391,-1
2024-01-04,"현대차·기아, 美 시장 4위 오른다…올해 전망도 긍정적(종합)",3.391,-1
2024-01-04,"최상목 ""경제정책방향, 정치 일정과 무관…공공요금 동결 총선용 아냐""",3.391,-1
2024-01-04,새해 들어 22원 상승한 환율…1310원 안착[외환마감],3.391,-1
2024-01-04,주가 널뛰고 채권수익률 100%…태영건설 쇼크 여전,3.391,-1
2024-01-04,"국민연금, 10월 말 기금 운용수익률 6.75%…기금평가액 968조",3.391,-1
2024-01-04,[마켓인]봄바람 부는 회사채…미래에셋운용 발행에 3배 몰려,3.391,-1
2024-01-04,[미리보는 이데일리 신문]피해 더 커지기 전에…PF사업장 옥석 가릴 때,3.391,-1
2024-01-04,"코스닥, 美 금리 불확실성 속 1%대 하락…'860선'",3.391,-1
2024-01-04,"건설협회 ""정부 경제정책방향 환영…PF사업 지원 당부""",3.391,-1
2024-01-04,ETF시장 작년 54% 성장…평균 수익률 15.4%,3.391,-1
2024-01-04,"코스피, 외국인·기관 '팔자'에…2590선도 내줘",3.391,-1
2024-01-04,연준 “올해 금리인하 적절..경로는 불확실”…시기 언급 없었다,3.391,-1
2024-01-04,"""연 7% 금리 쏜다""···우리銀, 창립 125주년 금리우대 이벤트",3.391,-1
2024-01-04,美 11월 구인건수 32개월만에 최저…美경제 연착륙 가능성↑,3.391,-1
2024-01-04,"리치몬드 연은 총재 “금리인상 가능성 남아있다..연착륙 위험 주시""",3.391,-1
2024-01-04,작년 주담대 증가의 3분의 2는 '정책금융'…역대 최대 비중[최정희의 이게머니],3.391,-1
2024-01-04,"작년말 외환보유액 4201.5억달러, 30.7억달러↑…두 달째 증가",3.391,-1
2024-01-04,[속보]뉴욕증시 하락 마감…조기 금리인하 글쎄?,3.391,-1
2024-01-04,[마켓인]태영건설 극복한 ‘연초효과’…회사채 시장 산뜻한 출발,3.391,-1
2024-01-04,잦아드는 조기 금리 인하 기대감…나스닥 1.2%↓[월스트리트in],3.391,-1
2024-01-04,“1분기 S&P500 4500~5000선 등락”,3.391,-1
2024-01-04,“금리 불확실성 커졌다”…오늘 韓 증시 경고등,3.391,-1
2024-01-04,“1분기 코스피 2350~2800선 등락”,3.391,-1
2024-01-04,‘매파 의사록’에 식어가는 금리인하 기대…환율 1310원 재진입 시도[외환브리핑],3.391,-1
2024-01-04,[뉴스새벽배송]금리인하 기대감 약화…나스닥 1.18%↓,3.391,-1
2024-01-04,美 FOMC 의사록 공개에 '조기 인하' 선반영 재평가[채권브리핑],3.391,-1
2024-01-04,"소파이, 주가 너무 올랐다…“20% 내려야 적정가”(영상)",3.391,-1
2024-01-04,"지난해 13% 늘어난 美 신차 판매, 올해는 1%대 증가 전망",3.391,-1
2024-01-04,"NDF, 1308.2원/1308.6원…5.9원 상승",3.391,-1
2024-01-04,"중기부, 올해 중소기업·소상공인에 총 8.7조원 정책자금 공급",3.391,-1
2024-01-04,"국고채, 일제히 강세 출발… 10년 국채선물, 20틱대 상승",3.391,-1
2024-01-04,"신한투자증권 ""1월 금통위 전후 주요 국고채 금리 상승 우려""",3.391,-1
2024-01-04,"美금리인하 기대 축소…환율, 장중 1310원대로 상승",3.391,-1
2024-01-04,[특징주]눈높이 높아지는데…다시 멀어지는 ‘8만전자’,3.391,-1
2024-01-04,"코스피, 6일만에 2600선 붕괴…FOMC 회의록 여파",3.391,-1
2024-01-04,美 금리 불확실성 속 코스닥 하락해 860선…위메이드 5%대↓,3.391,-1
2024-01-04,중고차 소비심리 회복되나…1월 시세 안정세 진입,3.391,-1
2024-01-04,"우리은행, 창립 125주년 기념…금리 우대 이벤트 진행",3.391,-1
2024-01-04,[마감 시황]기관 매도세에 코스피 2600선 붕괴,3.391,-1
2024-01-04,KRX금 가격 0.59% 내린 1g당 8만 6300원(1월 4일),3.391,-1
2024-01-04,[데이터로 보는 증시]채권 수익률 현황(1월 4일),3.391,-1
2024-01-04,"토스뱅크, 한국투자증권 연계한 해외 채권 서비스 출시",3.391,-1
2024-01-04,"중기부, 올해 중소기업·소상공인에 정책자금 총 8조7000억 공급",3.391,-1
2024-01-04,‘인하 기대 앞서 나갔나’…FOMC 회의록 공개에 하락…나스닥 1.18%↓[데일리국제금융시장],3.391,-1
2024-01-04,지난해 말 외환보유액 4201.5억 달러…전년보다 30.7억弗 감소,3.391,-1
2024-01-04,"월 10~30만원에 주거 해결…대학생 공동기숙사, 올해 4곳 착공",3.391,-1
2024-01-04,예상 보다 강한 美 고용 시장…레저·호텔서 주도,3.391,-1
2024-01-04,"“여보, 부모님 시골집 받을까?”…인구감소 지방 주택사면 2주택 안친다",3.391,-1
2024-01-04,"KODEX CD금리액티브, 개인 순매수액 3000억 돌파",3.391,-1
2024-01-04,연준 기준금리 고점 인정했지만…한동안 제약적 정책유지 [월가월부],3.391,-1
2024-01-04,"10년째 ‘연봉 1000원’ 받는 회장님…돈 모자랐나, 주식 6500억 팔아",3.391,-1
2024-01-04,‘삐끗’한 8만 전자 진짜 믿어도 되나?…증권가 “10만 전자도 가능”,3.391,-1
2024-01-04,"첫째는 집값 걱정, 둘째는 ○○○ 때문에 꿈도 못꿔…저출산 원인 보니",3.391,-1
2024-01-04,중기·소상공인 정책자금 8일부터 신청접수...총 8조7000억원 규모,3.391,-1
2024-01-05,"오영주 장관, 중소 제조업체 방문…연일 민생 현장 점검",3.384,-1
2024-01-05,"기준금리 인하 기대 후퇴… 국고채 3년물 금리, 6bp 상승[채권분석]",3.384,-1
2024-01-05,"KB증권 ""美 금리 인하 기대 되돌림, 채권 매수 수요 약화""",3.384,-1
2024-01-05,"동부건설, 3000억원 유동성 확보…“PF 리스크 없다”",3.384,-1
2024-01-05,"“금리 되돌림…1분기 정도 지속, 짧게는 2월까지 이어질 것”",3.384,-1
2024-01-05,"美고용 열기 ‘경계’…장중 환율, 1310원 초반대 횡보[외환분석]",3.384,-1
2024-01-05,"오영주 장관, '2%' 여성청년 뿌리기업 대표 만나 ""금융안전망 확충""",3.384,-1
2024-01-05,"‘최고의 선택’ 아멕스, 경기 우려 속 안전한 피난처? (영상)",3.384,-1
2024-01-05,삼성증권 ‘해외선물 수수료 혜택 이벤트’ 진행,3.384,-1
2024-01-05,"‘자율주행’ 모빌아이, 1분기 매출 반토막 예고 (영상)",3.384,-1
2024-01-05,“최근 금리 상승은 건전한 조정… 1분기 美 단기자금시장 변동성 주시”,3.384,-1
2024-01-05,"증권업계, 예탁금 이용료율 인상…한투도 동참",3.384,-1
2024-01-05,[마켓인]우리금융 비은행 강화 키 우리종금…올해 M&A 나서나,3.384,-1
2024-01-05,北포격·美비농업고용 경계심…환율 1315원으로 상승[외환마감],3.384,-1
2024-01-05,“당분간 국고채 금리 빠지긴 어려워… 2월 말까지 조심해야”,3.384,-1
2024-01-05,"국고채, 일제히 약세… 10년 국채선물, 54틱 하락[채권마감]",3.384,-1
2024-01-05,"[마켓인]LG유플러스·한화솔루션, 회사채 수요예측 연이어 흥행",3.384,-1
2024-01-05,"[마켓인]140조 굴리는 우정사업본부…""포트폴리오 다변화""",3.384,-1
2024-01-05,“금리인하 재평가로 금리 반등 시 장기채 매수 전략 유효”,3.384,-1
2024-01-05,[코스피 마감]2570선으로 '털썩'…3거래일 연속 약세,3.384,-1
2024-01-05,오는 6월부턴 '이곳'서 서민금융 상품 비교 '한눈에',3.384,-1
2024-01-05,"국고채, 일제히 약세 출발… 10년 국채선물, 50틱대 하락",3.384,-1
2024-01-05,"[르포]""공사 멈춘 채 공매 유찰…시행사가 피해 떠안기도""",3.384,-1
2024-01-05,“대어 모셔라”…증권사 감원 칼바람 속에도 살아남은 IPO 부서 [마켓인],3.384,-1
2024-01-05,[마켓인]“딜 네버 다이”…기대감 높은 유럽 M&A 시장,3.384,-1
2024-01-05,[속보]사라진 '산타랠리'…나스닥 0.56%↓,3.384,-1
2024-01-05,SK하이닉스·포스코부터 코오롱까지…연초 외화채 발행 열풍 [마켓인],3.384,-1
2024-01-05,꺾이지 않는 美고용…‘산타랠리’ 실종[월스트리트in],3.384,-1
2024-01-05,[마켓인]등급전망 엇갈리는데…SK하이닉스 달러채 흥행할까,3.384,-1
2024-01-05,"물류센터, 죽음의 계곡도 끝?…""내년부터 수급 균형 찾아간다""",3.384,-1
2024-01-05,“과했던 금리인하 기대 되돌림 과정…10월같은 하락 없어”,3.384,-1
2024-01-05,[뉴스새벽배송]탄탄한 미국 고용시장…나스닥 0.56%↓,3.384,-1
2024-01-05,"미국 고용 호조…환율, 1313원으로 상승 출발",3.384,-1
2024-01-05,"""코스피, 1분기 2800선 상승 가능성…반도체 이익 견고""",3.384,-1
2024-01-05,탄탄한 고용에 美금리인하 기대 하락…환율 1310원 중반대 탐색[외환브리핑],3.384,-1
2024-01-05,한발 물러난 금리 인하 기대… 미국채 10년물 금리 4% 재돌파[채권브리핑],3.384,-1
2024-01-05,"NDF, 1312.4원/1312.6원…4.85원 상승",3.384,-1
2024-01-05,"한화자산운용 ""ARIRANG 200, 동종 ETF 성과 1위""",3.384,-1
2024-01-05,"“삼전, ‘10만전자’ 가능” 기대 실적 상향에 목표가↑",3.384,-1
2024-01-05,ETF 120조 시대…운용사 추천 투자 유망 ETF는?,3.384,-1
2024-01-05,"산림청, 임업인 소득증대 기반마련 1214억 융자 지원",3.384,-1
2024-01-05,"코스피, 2580선 공방 중…강보합 출발",3.384,-1
2024-01-05,"코스닥, 美 국채금리 상승에 보합권 출발…860선",3.384,-1
2024-01-05,"카카오뱅크, 중고차 구매대출 금리 최대 1.10%p 인하",3.384,-1
2024-01-05,美 고용 강세…“오늘 韓 증시 약세”,3.384,-1
2024-01-05,美 12월 고용 전망치 웃돌아…조기 금리인하 기대감↓,3.384,-1
2024-01-05,유로존 물가 7개월만에 반등…금리인하 기대 후퇴,3.384,-1
2024-01-05,[데이터로 보는 증시]채권 수익률 현황(1월 5일),3.384,-1
2024-01-05,"태영發 평판 리스크 우려…동부·롯데건설 ""유동성 문제없다"" 해명 나서",3.384,-1
2024-01-05,한미사이언스 등 올해 21조 M&A 종료 앞뒀다 [시그널],3.384,-1
2024-01-05,“물가 너무 높아” 임금인상 요구 봇물…유럽 파업 장기화 조짐,3.384,-1
2024-01-05,"[단독]CBI, 울진 텅스텐 광산에서 당장 채굴 가능'금맥' 8개 발견...광종 추가로 금 채굴 본격화",3.384,-1
2024-01-05,급등하는 전세가에 내 집 마련 나서는 실수요자들 ‘엘루크 방배 서리풀’ 마감 임박,3.384,-1
2024-01-05,"[오전 시황] 코스피, 외국인·기관 매도 속 2580대 후반서 등락 거듭",3.384,-1
2024-01-05,"2차 물량 완판 '힐스테이트 과천 디센트로', 잔여 오피스&상가도 계약 급물살",3.384,-1
2024-01-05,금리 인하 자신감 위축에 증시 혼조세…나스닥 0.56%↓[데일리국제금융시장],3.384,-1
2024-01-05,"BNK경남은행, 비대면 전용 'The 든든 예금' 출시",3.384,-1
2024-01-05,北도발 반사이익 ‘이 종목’…삼전·하이닉스 팔고 대신 담은 기관,3.384,-1
2024-01-05,“경기침체 온다면 중국 탓이다”…한국경제 묻자 “우등생은 못될것”,3.384,-1
